PrescriptionID,ComponentID,LatinName,ChineseName,ComponentQuantity,Barcode
TCMFx5759,TCMH1763,,三硅酸镁,TCMH1763,
TCMFx5760,TCMH1266,‎Pyrus spp,梨,TCMH1266,
TCMFx5761,TCMH1745,,肉桂油,TCMH1745,
TCMF5762,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF5763,TCMH580,,凤凰衣,TCMH580,
TCMFx5764,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5766,TCMH2280,,象牙屑,TCMH2280,
TCMFx5766,TCMH1733,,人指甲,TCMH1733,
TCMFx5766,TCMH169,Uroctea lesserti,壁钱炭,TCMH169,GBCH4494-10
TCMFx5766,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5767,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5769,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx5770,TCMH933,Talcum,滑石,TCMH933,
TCMFx5774,TCMH2280,,象牙屑,TCMH2280,
TCMFx5774,TCMH169,Uroctea lesserti,壁钱炭,TCMH169,GBCH4494-10
TCMFx5774,TCMH1733,,人指甲,TCMH1733,
TCMFx5774,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5775,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx5778,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx5778,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5781,TCMH1016,,鸡蛋壳,TCMH1016,
TCMFx5782,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5783,TCMH1413,Water chestnut,马蹄粉,TCMH1413,
TCMF5785,TCMH262,,虫屎茶,TCMH262,
TCMF5785,TCMH2214,‎Citrus medica var.sarcodactylis,五指柑,TCMH2214,
TCMFx5788,TCMH2525,,鱼鳔,TCMH2525,
TCMFx5789,TCMH2594,Massa fermentata medicinalis,漳州神曲,TCMH2594,
TCMFx5790,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5791,TCMH1838,,陕青茶,TCMH1838,
TCMFx5791,TCMH1755,,润喉散,TCMH1755,
TCMF5793,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5795,TCMH1824,Lindera reflexa hemsl,山橿,TCMH1824,
TCMFx5795,TCMH1016,,鸡蛋壳,TCMH1016,
TCMFx5796,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5797,TCMH1952,,柿霜,TCMH1952,
TCMFx5798,TCMH1915,,升药,TCMH1915,
TCMFx5798,TCMH582,Cera flava,蜂蜡,TCMH582,
TCMF5799,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5800,TCMH2652,,猪鞭,TCMH2652,
TCMFx5800,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5800,TCMH2016,Retinervus luffae fructus,丝瓜络,TCMH2016,
TCMF5801,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5802,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5803,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5804,TCMH1952,,柿霜,TCMH1952,
TCMFx5805,TCMH2674,Radix boehmeriae,苎麻根,TCMH2674,
TCMFx5806,TCMH1110,Lapis micae aureus,金礞石,TCMH1110,
TCMFx5806,TCMH1411,,马舌子,TCMH1411,
TCMFx5806,TCMH1113,Bungarus parvus,金钱白花蛇,TCMH1113,
TCMFx5806,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5806,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5807,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5809,TCMH1700,,氢氧化铝,TCMH1700,
TCMFx5809,TCMH2296,,小茴香油,TCMH2296,
TCMFx5810,TCMH509,,兜茶,TCMH509,
TCMFx5810,TCMH154,,苯甲醇,TCMH154,
TCMFx5810,TCMH506,,冬青油,TCMH506,
TCMFx5810,TCMH551,,二甲基亚砜,TCMH551,
TCMFx5810,TCMH1743,,肉桂醛,TCMH1743,
TCMFx5811,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMF5813,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5816,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx5819,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5821,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5821,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5822,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5825,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5825,TCMH1781,,三蛇,TCMH1781,
TCMFx5825,TCMH691,,狗骨,TCMH691,
TCMFx5826,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5828,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5830,TCMH1384,,绿矾,TCMH1384,
TCMFx5830,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5831,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5831,TCMH351,Sojae semen germinatum,大豆黄卷,TCMH351,
TCMFx5831,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx5831,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5832,TCMH1757,,赛空青药膏,TCMH1757,
TCMFx5832,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx5833,TCMH1419,,马悬蹄,TCMH1419,
TCMFx5833,TCMH2016,Retinervus luffae fructus,丝瓜络,TCMH2016,
TCMFx5833,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx5836,TCMH2690,,猪胃粘膜,TCMH2690,
TCMFx5838,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5838,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5840,TCMH351,Sojae semen germinatum,大豆黄卷,TCMH351,
TCMFx5840,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5840,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5840,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5847,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5851,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5851,TCMH1687,‎Zanthoxylum schinifolium,青花椒,TCMH1687,MF096864
TCMFx5851,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx5851,TCMH54,Alumen,白矾,TCMH54,
TCMFx5851,TCMH1552,Sal ammoniaci,硇砂,TCMH1552,
TCMFx5856,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx5856,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF5859,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF5861,TCMH2053,Ziziphus jujuba mill.var.spinosa,酸枣树皮,TCMH2053,
TCMFx5864,TCMH1675,Agkistrodon acutus,蕲蛇,TCMH1675,
TCMFx5864,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx5864,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5868,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx5870,TCMH1710,,獾油,TCMH1710,
TCMFx5870,TCMH2197,,无水羊毛脂,TCMH2197,
TCMFx5870,TCMH582,Cera flava,蜂蜡,TCMH582,
TCMFx5870,TCMH1504,,茉莉香精,TCMH1504,
TCMFx5870,TCMH55,,白凡士林,TCMH55,
TCMFx5871,TCMH778,,海狗鞭,TCMH778,
TCMFx5871,TCMH688,,狗鞭,TCMH688,
TCMFx5871,TCMH787,Hippocampus,海马,TCMH787,
TCMFx5871,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx5871,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx5874,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx5874,TCMH1745,,肉桂油,TCMH1745,
TCMFx5874,TCMH34,,八角茴香油,TCMH34,
TCMFx5878,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx5879,TCMH1379,,驴鞭,TCMH1379,
TCMFx5879,TCMH688,,狗鞭,TCMH688,
TCMF5880,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF5881,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5883,TCMH2249,,夏天无浸膏片,TCMH2249,
TCMFx5885,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx5885,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx5885,TCMH54,Alumen,白矾,TCMH54,
TCMFx5886,TCMH1087,Veronica peregrina,接骨仙桃草,TCMH1087,WAT159-12
TCMFx5886,TCMH1003,,活络草,TCMH1003,
TCMFx5887,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx5887,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5887,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx5887,TCMH2280,,象牙屑,TCMH2280,
TCMFx5888,TCMH1563,Aconitum barbatum var. puberulum,牛鞭,TCMH1563,
TCMFx5888,TCMH2412,Penis caprae seu ovis,羊鞭,TCMH2412,
TCMFx5888,TCMH688,,狗鞭,TCMH688,
TCMFx5888,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx5890,TCMH466,Amylum,淀粉,TCMH466,
TCMFx5890,TCMH2517,,硬脂酸镁,TCMH2517,
TCMF5895,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx5896,TCMH1563,Aconitum barbatum var. puberulum,牛鞭,TCMH1563,
TCMFx5896,TCMH2412,Penis caprae seu ovis,羊鞭,TCMH2412,
TCMFx5896,TCMH688,,狗鞭,TCMH688,
TCMFx5896,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx5900,TCMH54,Alumen,白矾,TCMH54,
TCMFx5900,TCMH1016,,鸡蛋壳,TCMH1016,
TCMFx5900,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx5903,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx5907,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF5909,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5910,TCMH1868,,蛇胆,TCMH1868,
TCMFx5913,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx5913,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx5913,TCMH1144,Schizonepetae herba,荆芥炭,TCMH1144,
TCMFx5918,TCMH1868,,蛇胆,TCMH1868,
TCMFx5921,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx5921,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx5921,TCMH412,,胆酸钠,TCMH412,
TCMFx5922,TCMH688,,狗鞭,TCMH688,
TCMFx5922,TCMH1563,Aconitum barbatum var. puberulum,牛鞭,TCMH1563,
TCMFx5926,TCMH2217,,茜草,TCMH2217,
TCMFx5926,TCMH2736,Petiolus trachycarpi,棕榈,TCMH2736,
TCMFx5927,TCMH1868,,蛇胆,TCMH1868,
TCMF5928,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF5932,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx5933,TCMH2357,Crinis carbonisatus,血余炭,TCMH2357,
TCMFx5933,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx5933,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx5933,TCMH582,Cera flava,蜂蜡,TCMH582,
TCMFx5934,TCMH1868,,蛇胆,TCMH1868,
TCMFx5935,TCMH2217,,茜草,TCMH2217,
TCMFx5935,TCMH2736,Petiolus trachycarpi,棕榈,TCMH2736,
TCMFx5936,TCMH1868,,蛇胆,TCMH1868,
TCMFx5939,TCMH1654,Minium,铅丹,TCMH1654,
TCMFx5939,TCMH1655,ceruse,铅粉,TCMH1655,
TCMFx5939,TCMH54,Alumen,白矾,TCMH54,
TCMFx5940,TCMH933,Talcum,滑石,TCMH933,
TCMFx5941,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx5941,TCMH2273,,香墨,TCMH2273,
TCMFx5942,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx5942,TCMH1655,ceruse,铅粉,TCMH1655,
TCMFx5942,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5942,TCMH2011,,水银,TCMH2011,
TCMFx5944,TCMH503,,冬绿油,TCMH503,
TCMFx5944,TCMH1001,,茴香油,TCMH1001,
TCMFx5944,TCMH1468,,玫瑰油,TCMH1468,
TCMFx5945,TCMH1868,,蛇胆,TCMH1868,
TCMFx5945,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF5947,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMFx5953,TCMH1868,,蛇胆,TCMH1868,
TCMFx5960,TCMH1868,,蛇胆,TCMH1868,
TCMFx5961,TCMH1249,Geraniumwilfordii maxim,老鹤草膏,TCMH1249,GBVT344-13
TCMFx5961,TCMH1580,Bos taurus domesticus,牛乳,TCMH1580,
TCMFx5961,TCMH1705,Depositum urinae praeparatum,秋石,TCMH1705,
TCMFx5961,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMFx5961,TCMH227,,柴狗肾,TCMH227,
TCMFx5961,TCMH1354,,鹿肉,TCMH1354,
TCMFx5961,TCMH1358,,鹿尾,TCMH1358,
TCMF5962,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5962,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5968,TCMH1868,,蛇胆,TCMH1868,
TCMFx5973,TCMH1692,Lapis chloriti,青礞石,TCMH1692,
TCMFx5973,TCMH2665,Shiraiabambusicola,竹黄,TCMH2665,
TCMFx5973,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx5973,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx5973,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx5973,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF5976,TCMH987,Baicalinum,黄芩甙,TCMH987,
TCMFx5978,TCMH1745,,肉桂油,TCMH1745,
TCMFx5978,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx5978,TCMH550,,二甲基亚矾,TCMH550,
TCMF5981,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF5981,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMF5981,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx5982,TCMH2177,Radix fissistigmae glaucescentis,乌骨藤,TCMH2177,
TCMF5984,TCMH987,Baicalinum,黄芩甙,TCMH987,
TCMFx5985,TCMH1595,,糯米,TCMH1595,
TCMF5989,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF5989,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMF5989,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx5990,TCMH2177,Radix fissistigmae glaucescentis,乌骨藤,TCMH2177,
TCMFx5992,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMF5994,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMF5996,TCMH1171,Aspongopus,九香虫,TCMH1171,
TCMFx5997,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx5997,TCMH1951,Diospyros kaki thunb,柿树叶,TCMH1951,
TCMFx6000,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMF6003,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF6003,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx6005,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6005,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx6005,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF6006,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF6006,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMFx6008,TCMH2497,,银耳多糖,TCMH2497,
TCMF6009,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF6010,TCMH933,Talcum,滑石,TCMH933,
TCMF6011,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF6011,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF6011,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx6012,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx6012,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF6014,TCMH508,,动物多肽,TCMH508,
TCMFx6017,TCMH2510,,银朱,TCMH2510,
TCMFx6017,TCMH1715,,人发,TCMH1715,
TCMF6018,TCMH933,Talcum,滑石,TCMH933,
TCMF6020,TCMH998,Buxus sinica,黄杨木,TCMH998,MG730467
TCMFx6021,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6021,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx6021,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx6021,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6023,TCMH1837,Ampelopsis sinica,山葡萄藤,TCMH1837,KX951207
TCMFx6025,TCMH1521,,牡荆根,TCMH1521,
TCMFx6026,TCMH1182,,橘络,TCMH1182,
TCMFx6026,TCMH1147,,京墨,TCMH1147,
TCMFx6027,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx6029,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6029,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx6029,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMFx6029,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF6030,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6031,TCMH2522,,油松节,TCMH2522,
TCMFx6034,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx6036,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx6039,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx6041,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMF6044,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx6045,TCMH1878,Periostracum serpentis,蛇蜕,TCMH1878,
TCMFx6045,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx6045,TCMH1715,,人发,TCMH1715,
TCMFx6046,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6046,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx6047,TCMH702,Fructus setariae germinatus,谷芽,TCMH702,
TCMFx6048,TCMH236,,蝉衣,TCMH236,
TCMFx6048,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx6048,TCMH1566,Bos taurus domesticus,牛胆,TCMH1566,
TCMFx6048,TCMH2415,,羊胆,TCMH2415,
TCMFx6048,TCMH2095,Borneolum,天然冰片,TCMH2095,
TCMFx6048,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx6048,TCMH974,,黄连素,TCMH974,
TCMFx6048,TCMH817,,核黄素,TCMH817,
TCMFx6048,TCMH2196,,无水硫酸钙,TCMH2196,
TCMF6054,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx6055,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx6055,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6057,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx6059,TCMH987,Baicalinum,黄芩甙,TCMH987,
TCMF6060,TCMH96,Herba inulae cappae,白牛胆,TCMH96,
TCMFx6061,TCMH1492,,绵草,TCMH1492,
TCMF6063,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6066,TCMH54,Alumen,白矾,TCMH54,
TCMFx6068,TCMH2677,,猪皮,TCMH2677,
TCMFx6070,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF6071,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6075,TCMH987,Baicalinum,黄芩甙,TCMH987,
TCMFx6076,TCMH638,,甘草酸铵,TCMH638,
TCMFx6077,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx6077,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6077,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6081,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6082,TCMH1136,Bidens biternata,金盏银盘,TCMH1136,GENG996-15
TCMFx6082,TCMH2214,‎Citrus medica var.sarcodactylis,五指柑,TCMH2214,
TCMFx6083,TCMH597,,复方大青叶,TCMH597,
TCMFx6083,TCMH1637,,扑热息痛,TCMH1637,
TCMFx6083,TCMH1200,,咖啡因,TCMH1200,
TCMFx6083,TCMH2483,,异戊巴比妥,TCMH2483,
TCMFx6083,TCMH2169,,维生素C,TCMH2169,
TCMFx6087,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6087,TCMH933,Talcum,滑石,TCMH933,
TCMFx6090,TCMH876,Semen oryzae cum monasco fermentatum,红曲,TCMH876,
TCMFx6090,TCMH1888,,吲哚美辛,TCMH1888,
TCMFx6091,TCMH2060,Murdannia bracteata,痰火草,TCMH2060,
TCMFx6091,TCMH533,,对乙酰氨基酚,TCMH533,
TCMFx6092,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx6092,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx6092,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx6096,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx6099,TCMH2498,,银耳耳基粉,TCMH2498,
TCMFx6099,TCMH2091,,天麻密环菌粉,TCMH2091,
TCMFx6104,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx6104,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6104,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6104,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx6105,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6105,TCMH2669,Succus bambusae,竹沥,TCMH2669,
TCMFx6105,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6106,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx6106,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx6106,TCMH34,,八角茴香油,TCMH34,
TCMFx6106,TCMH2385,,盐酸苯海拉明,TCMH2385,
TCMFx6109,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx6109,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx6111,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6111,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6113,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx6113,TCMH2695,,猪胆,TCMH2695,
TCMFx6114,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx6114,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6114,TCMH933,Talcum,滑石,TCMH933,
TCMFx6114,TCMH2304,Niter,硝石,TCMH2304,
TCMFx6114,TCMH738,Rhizoma cimicifugae,广升麻,TCMH738,
TCMFx6114,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF6117,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF6117,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx6119,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6120,TCMH2061,,碳酸钙,TCMH2061,
TCMFx6122,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx6122,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx6122,TCMH933,Talcum,滑石,TCMH933,
TCMFx6122,TCMH2304,Niter,硝石,TCMH2304,
TCMFx6122,TCMH738,Rhizoma cimicifugae,广升麻,TCMH738,
TCMFx6124,TCMH54,Alumen,白矾,TCMH54,
TCMF6125,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF6125,TCMH2682,Cinnabaris,朱砂,TCMH2682,
