PrescriptionID,ComponentID,LatinName,ChineseName,ComponentQuantity,Barcode
TCMFx2176,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx2178,TCMH2579,Lycopi Herba,泽兰叶,TCMH2579,
TCMF2182,TCMH251,,陈棕炭,TCMH251,
TCMFx2186,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2186,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2186,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2187,TCMH885,Fructus zizyphi jujubae,红枣,TCMH885,
TCMF2188,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2189,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2191,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2191,TCMH621,Fructus tritici levis,浮小麦,TCMH621,
TCMFx2193,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2195,TCMH1822,Manidae,山甲珠,TCMH1822,
TCMF2195,TCMH501,Semen malvae verticillatae,冬葵子,TCMH501,
TCMFx2198,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2200,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2201,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2202,TCMH501,Semen malvae verticillatae,冬葵子,TCMH501,
TCMFx2202,TCMH933,Talcum,滑石,TCMH933,
TCMF2205,TCMH364,Semen sojae germinatus,大黄豆卷,TCMH364,
TCMF2206,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMF2208,TCMH2217,,茜草,TCMH2217,
TCMF2208,TCMH2739,Carbonized vagina trachycarpus wagnerianus,棕榈炭,TCMH2739,
TCMFx2209,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2209,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx2209,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx2209,TCMH50,Pulvis fumi carbonisatus,白草霜,TCMH50,
TCMFx2210,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2214,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2216,TCMH1356,Embryo cervi,鹿胎,TCMH1356,
TCMFx2224,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2224,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF2228,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMFx2233,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2233,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2233,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2233,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2234,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2237,TCMH2579,Lycopi Herba,泽兰叶,TCMH2579,
TCMFx2237,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMF2241,TCMH933,Talcum,滑石,TCMH933,
TCMFx2242,TCMH1506,Carbonized chinese ink,墨炭,TCMH1506,
TCMF2247,TCMH829,Semen pharbitidis,黑丑,TCMH829,
TCMF2247,TCMH1679,Calomelas,轻粉,TCMH1679,
TCMF2248,TCMH2669,Succus bambusae,竹沥,TCMH2669,
TCMF2250,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMF2251,TCMH501,Semen malvae verticillatae,冬葵子,TCMH501,
TCMF2251,TCMH933,Talcum,滑石,TCMH933,
TCMF2252,TCMH1679,Calomelas,轻粉,TCMH1679,
TCMF2253,TCMH2223,Exocarpium citrulli,西瓜皮,TCMH2223,
TCMF2254,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF2255,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx2257,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2258,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2262,TCMH259,Halloysitum rubrum,赤石脂,TCMH259,
TCMFx2262,TCMH1500,Alumen,明矾,TCMH1500,
TCMF2265,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMF2267,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF2268,TCMH2160,Herba artemisiae,万年蒿,TCMH2160,
TCMF2271,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2274,TCMH933,Talcum,滑石,TCMH933,
TCMF2280,TCMH1421,Fructus cannabis,麻子仁,TCMH1421,
TCMF2282,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2283,TCMH2617,,制军炭,TCMH2617,
TCMFx2283,TCMH802,Radix notoginseng,汉三七,TCMH802,
TCMFx2285,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2289,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF2291,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2293,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMFx2295,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMF2297,TCMH2217,,茜草,TCMH2217,
TCMFx2301,TCMH2254,herba epimedii,仙灵脾,TCMH2254,
TCMFx2301,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2302,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2305,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2305,TCMH933,Talcum,滑石,TCMH933,
TCMF2307,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2309,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2309,TCMH933,Talcum,滑石,TCMH933,
TCMF2310,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2310,TCMH1055,,建曲,TCMH1055,
TCMF2310,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2312,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF2312,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2313,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2314,TCMH904,Os tigris,虎骨,TCMH904,
TCMF2315,TCMH136,Os pardi,豹骨,TCMH136,
TCMF2319,TCMH1324,,龙牡,TCMH1324,
TCMF2319,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2320,TCMH342,Dexamethasoni acetas,醋酸地塞米松,TCMH342,
TCMFx2320,TCMH2028,Pix pini,松馏油,TCMH2028,
TCMFx2321,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2321,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2321,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF2348,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2349,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2349,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMF2351,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2351,TCMH2579,Lycopi Herba,泽兰叶,TCMH2579,
TCMFx2353,TCMH933,Talcum,滑石,TCMH933,
TCMFx2354,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMF2356,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2357,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2358,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMF2366,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2368,TCMH933,Talcum,滑石,TCMH933,
TCMF2369,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2371,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2372,TCMH2217,,茜草,TCMH2217,
TCMF2373,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2373,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2375,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2377,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2380,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2381,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2382,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2382,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx2382,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2382,TCMH1472,Lapis chloriti,礞石,TCMH1472,
TCMFx2385,TCMH2700,,追凤箭,TCMH2700,
TCMFx2385,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMF2386,TCMH1109,Rhizoma cibotii,金毛狗脊,TCMH1109,
TCMFx2388,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx2388,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2388,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2389,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2389,TCMH2674,Radix boehmeriae,苎麻根,TCMH2674,
TCMFx2391,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF2392,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2393,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2397,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF2399,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2400,TCMH379,,大青木根,TCMH379,
TCMFx2400,TCMH2247,Herba adenostemmatis,下田菊,TCMH2247,
TCMFx2400,TCMH1808,,砂糖,TCMH1808,
TCMFx2401,TCMH2307,Fructus podophylli,小叶莲,TCMH2307,
TCMFx2401,TCMH2235,Salmiacum,硒砂,TCMH2235,
TCMFx2401,TCMH2096,Trona,天然碱,TCMH2096,
TCMFx2403,TCMH1907,Rhizoma arisaematis,生南星,TCMH1907,
TCMFx2403,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMFx2403,TCMH2628,,乳没,TCMH2628,
TCMF2404,TCMH1270,,连米,TCMH1270,
TCMF2404,TCMH1077,,焦三仙,TCMH1077,
TCMFx2405,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx2405,TCMH441,Eupolyphaga seu opisthopLatia,地蟞虫,TCMH441,GBMIN33972-13
TCMFx2406,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2406,TCMH441,Eupolyphaga seu opisthopLatia,地蟞虫,TCMH441,GBMIN33972-13
TCMF2407,TCMH1171,Aspongopus,九香虫,TCMH1171,
TCMF2407,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2408,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF2410,TCMH1654,Minium,铅丹,TCMH1654,
TCMFx2411,TCMH2160,Herba artemisiae,万年蒿,TCMH2160,
TCMFx2411,TCMH2118,,童便,TCMH2118,
TCMFx2415,TCMH846,Stannum,黑锡,TCMH846,
TCMFx2415,TCMH1301,Sulfur,硫磺,TCMH1301,
TCMFx2415,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx2415,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMFx2415,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2416,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2420,TCMH2217,,茜草,TCMH2217,
TCMFx2422,TCMH192,Herpetospermum pedunculosum,波棱瓜子,TCMH192,CPBOL1435-11
TCMFx2422,TCMH38,,巴夏嘎,TCMH38,
TCMFx2422,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF2423,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2425,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2427,TCMH394,Haematitum,代赭石,TCMH394,
TCMF2432,TCMH1109,Rhizoma cibotii,金毛狗脊,TCMH1109,
TCMFx2433,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMF2434,TCMH501,Semen malvae verticillatae,冬葵子,TCMH501,
TCMFx2435,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2436,TCMH1089,Herba schizonepetae,芥穗,TCMH1089,
TCMF2437,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2439,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2440,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2440,TCMH1089,Herba schizonepetae,芥穗,TCMH1089,
TCMF2441,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2443,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF2443,TCMH621,Fructus tritici levis,浮小麦,TCMH621,
TCMF2444,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2445,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2445,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2446,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx2446,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx2446,TCMH1342,herba pyrolae chinensis,鹿含草,TCMH1342,
TCMFx2448,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2448,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2449,TCMH2254,herba epimedii,仙灵脾,TCMH2254,
TCMF2451,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2451,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMF2453,TCMH2254,herba epimedii,仙灵脾,TCMH2254,
TCMF2458,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2458,TCMH1822,Manidae,山甲珠,TCMH1822,
TCMF2459,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2460,TCMH1675,Agkistrodon acutus,蕲蛇,TCMH1675,
TCMFx2460,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2460,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMF2463,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2464,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2464,TCMH1821,,山甲,TCMH1821,
TCMFx2466,TCMH2254,herba epimedii,仙灵脾,TCMH2254,
TCMFx2467,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMF2468,TCMH2160,Herba artemisiae,万年蒿,TCMH2160,
TCMF2476,TCMH1415,,马通,TCMH1415,
TCMF2480,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2481,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2481,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2483,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2484,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2486,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2487,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2488,TCMH904,Os tigris,虎骨,TCMH904,
TCMFx2488,TCMH1482,Rice wine,米酒,TCMH1482,
TCMFx2489,TCMH933,Talcum,滑石,TCMH933,
TCMFx2489,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2489,TCMH2357,Crinis carbonisatus,血余炭,TCMH2357,
TCMF2490,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2490,TCMH831,Magnetitum,黑磁石,TCMH831,
TCMFx2491,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF2493,TCMH2579,Lycopi Herba,泽兰叶,TCMH2579,
TCMF2493,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2494,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2495,TCMH829,Semen pharbitidis,黑丑,TCMH829,
TCMFx2495,TCMH52,Semen pharbitidis,白丑,TCMH52,
TCMFx2495,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2495,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx2497,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2497,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2497,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2497,TCMH1042,Gallus gallus domesticus,鸡子黄,TCMH1042,ACLB009-06
TCMFx2499,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMF2501,TCMH933,Talcum,滑石,TCMH933,
TCMF2502,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2503,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx2503,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF2504,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2505,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2506,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx2506,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2507,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2507,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2509,TCMH621,Fructus tritici levis,浮小麦,TCMH621,
TCMF2509,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF2515,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2516,TCMH2233,Radix gentianae macrophyllae,西秦艽,TCMH2233,
TCMFx2516,TCMH1109,Rhizoma cibotii,金毛狗脊,TCMH1109,
TCMFx2517,TCMH441,Eupolyphaga seu opisthopLatia,地蟞虫,TCMH441,GBMIN33972-13
TCMFx2517,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2518,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2519,TCMH1891,,肾精子,TCMH1891,
TCMFx2520,TCMH2217,,茜草,TCMH2217,
TCMFx2520,TCMH2357,Crinis carbonisatus,血余炭,TCMH2357,
TCMF2522,TCMH933,Talcum,滑石,TCMH933,
TCMF2523,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2524,TCMH1500,Alumen,明矾,TCMH1500,
TCMFx2524,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMF2525,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMF2525,TCMH1580,Bos taurus domesticus,牛乳,TCMH1580,
TCMF2526,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2528,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2530,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMF2531,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMF2532,TCMH834,Semen glycine max,黑豆,TCMH834,ITSAJ4675-14
TCMFx2533,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2533,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx2533,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2533,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2533,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx2534,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2535,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2535,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx2535,TCMH933,Talcum,滑石,TCMH933,
TCMFx2535,TCMH2304,Niter,硝石,TCMH2304,
TCMFx2535,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2537,TCMH933,Talcum,滑石,TCMH933,
TCMF2537,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2539,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2539,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2539,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2539,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2542,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2543,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2543,TCMH1689,,青龙齿,TCMH1689,
TCMF2544,TCMH933,Talcum,滑石,TCMH933,
TCMF2545,TCMH2254,herba epimedii,仙灵脾,TCMH2254,
TCMF2545,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2548,TCMH702,Fructus setariae germinatus,谷芽,TCMH702,
TCMFx2549,TCMH1964,Eupolyphaga seu steleophaga,庶虫,TCMH1964,
TCMFx2549,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF2550,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2552,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx2553,TCMH501,Semen malvae verticillatae,冬葵子,TCMH501,
TCMFx2553,TCMH933,Talcum,滑石,TCMH933,
TCMFx2553,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2554,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2554,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2556,TCMH1934,Calx pulveratum,石灰华,TCMH1934,
TCMFx2557,TCMH1353,,鹿茸血,TCMH1353,
TCMFx2561,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2561,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2564,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2565,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2565,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2566,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2568,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMF2569,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2570,TCMH2437,Actinolitum,阳起石,TCMH2437,
TCMFx2570,TCMH909,Trigonella foenum -graecum,葫芦巴,TCMH909,
TCMF2571,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2571,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF2572,TCMH876,Semen oryzae cum monasco fermentatum,红曲,TCMH876,
TCMFx2573,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2574,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx2575,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx2575,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2575,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2576,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMF2577,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx2579,TCMH674,Herba pegaeophyti scapiflorae,高山辣根菜,TCMH674,
TCMFx2579,TCMH1934,Calx pulveratum,石灰华,TCMH1934,
TCMFx2580,TCMH441,Eupolyphaga seu opisthopLatia,地蟞虫,TCMH441,GBMIN33972-13
TCMFx2580,TCMH1369,herba centellae,落得打,TCMH1369,
TCMF2581,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2587,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2590,TCMH923,Radix trichosanthis,花粉,TCMH923,
TCMFx2592,TCMH1850,Semen crataegi,山楂核,TCMH1850,
TCMFx2592,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMF2593,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2594,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx2594,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2594,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx2594,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2596,TCMH134,Brachyura,螃蟹,TCMH134,
TCMFx2596,TCMH691,,狗骨,TCMH691,
TCMFx2596,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx2596,TCMH574,,坟墓草,TCMH574,
TCMFx2596,TCMH441,Eupolyphaga seu opisthopLatia,地蟞虫,TCMH441,GBMIN33972-13
TCMFx2596,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx2597,TCMH1106,Fructus meliae toosendan,金铃子,TCMH1106,
TCMFx2598,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2598,TCMH1675,Agkistrodon acutus,蕲蛇,TCMH1675,
TCMFx2598,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2598,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2599,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2599,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx2599,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2599,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx2599,TCMH2537,Limonitum,禹粮石,TCMH2537,
TCMFx2600,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx2600,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2600,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2601,TCMH933,Talcum,滑石,TCMH933,
TCMF2601,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2603,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF2603,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF2607,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2608,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF2608,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2612,TCMH364,Semen sojae germinatus,大黄豆卷,TCMH364,
TCMF2612,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2612,TCMH1892,Massa fermentata medicinalis,神曲,TCMH1892,
TCMFx2613,TCMH460,,地虱,TCMH460,
TCMFx2613,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx2613,TCMH1666,catharsii molosii,蜣螂,TCMH1666,
TCMFx2615,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF2652,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF2659,TCMH1941,Echeveria peacockii,石莲肉,TCMH1941,MF818314
TCMF2660,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2667,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx2667,TCMH364,Semen sojae germinatus,大黄豆卷,TCMH364,
TCMF2668,TCMH933,Talcum,滑石,TCMH933,
TCMFx2669,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx2671,TCMH1421,Fructus cannabis,麻子仁,TCMH1421,
TCMF2672,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
